0000,   0.67 ,   0.69 ,   0.26 
0001,   0.69 ,   0.33 ,   0.3  
0002,   0.16 ,   0.27 ,   0.15 
0003,   0.54 ,   0.33 ,   0.17 
0004,   0.32 ,   0.45 ,   0.3  
0005,   0.78 ,   0.26 ,   0.17 
0006,   0.44 ,   0.49 ,   0.19 
0007,   0.45 ,   0.4  ,   0.31 
0008,   0.35 ,   0.23 ,   0.19 
0009,   0.78 ,   0.66 ,   0.17 
0010,   0.57 ,   0.27 ,   0.2  
0011,   0.73 ,   0.53 ,   0.25 
0012,   0.41 ,   0.28 ,   0.27 
0013,   0.72 ,   0.22 ,   0.19 
0014,   0.65 ,   0.35 ,   0.25 
0015,   0.49 ,   0.44 ,   0.4  
0016,   0.28 ,   0.43 ,   0.22 
0017,   0.73 ,   0.43 ,   0.2  
0018,   0.41 ,   0.3  ,   0.25 
0019,   0.79 ,   0.78 ,   0.17 
0020,   0.34 ,   0.26 ,   0.2  
0021,   0.59 ,   0.23 ,   0.16 
0022,   0.41 ,   0.26 ,   0.18 
0023,   0.55 ,   0.28 ,   0.27 
0024,   0.27 ,   0.31 ,   0.19 
0025,   0.54 ,   0.29 ,   0.23 
0026,   0.58 ,   0.22 ,   0.16 
0027,   0.63 ,   0.44 ,   0.2  
0028,   0.71 ,   0.63 ,   0.23 
0029,   0.6  ,   0.33 ,   0.15 
0030,   0.69 ,   0.33 ,   0.27 
0031,   0.4  ,   0.37 ,   0.3  
0032,   0.4  ,   0.43 ,   0.17 
0033,   0.25 ,   0.4  ,   0.23 
0034,   0.45 ,   0.4  ,   0.36 
0035,   0.2  ,   0.3  ,   0.16 
0036,   0.74 ,   0.53 ,   0.19 
0037,   0.68 ,   0.45 ,   0.2  
0038,   0.58 ,   0.28 ,   0.27 
0039,   0.63 ,   0.26 ,   0.15 
0040,   0.36 ,   0.48 ,   0.34 
0041,   0.58 ,   0.41 ,   0.25 
0042,   0.25 ,   0.74 ,   0.19 
0043,   0.57 ,   0.73 ,   0.18 
0044,   0.22 ,   0.74 ,   0.21 
0045,   0.44 ,   0.78 ,   0.18 
0046,   0.47 ,   0.59 ,   0.21 
0047,   0.51 ,   0.4  ,   0.29 
0048,   0.39 ,   0.25 ,   0.21 
0049,   0.18 ,   0.79 ,   0.15 
0050,   0.39 ,   0.47 ,   0.2  
0051,   0.34 ,   0.65 ,   0.24 
0052,   0.43 ,   0.71 ,   0.27 
0053,   0.45 ,   0.54 ,   0.31 
0054,   0.32 ,   0.47 ,   0.22 
0055,   0.42 ,   0.32 ,   0.16 
0056,   0.36 ,   0.77 ,   0.2  
0057,   0.45 ,   0.71 ,   0.25 
0058,   0.7  ,   0.72 ,   0.2  
0059,   0.76 ,   0.76 ,   0.21 
0060,   0.53 ,   0.53 ,   0.34 
0061,   0.48 ,   0.24 ,   0.18 
0062,   0.31 ,   0.28 ,   0.27 
0063,   0.38 ,   0.61 ,   0.19 
0064,   0.31 ,   0.38 ,   0.2  
0065,   0.67 ,   0.31 ,   0.25 
0066,   0.69 ,   0.67 ,   0.29 
0067,   0.22 ,   0.33 ,   0.18 
0068,   0.28 ,   0.19 ,   0.18 
0069,   0.43 ,   0.5  ,   0.23 
0070,   0.69 ,   0.38 ,   0.16 
0071,   0.5  ,   0.47 ,   0.15 
0072,   0.53 ,   0.53 ,   0.38 
0073,   0.57 ,   0.68 ,   0.27 
0074,   0.42 ,   0.41 ,   0.22 
0075,   0.39 ,   0.53 ,   0.21 
0076,   0.78 ,   0.32 ,   0.18 
0077,   0.77 ,   0.38 ,   0.16 
0078,   0.52 ,   0.37 ,   0.24 
0079,   0.56 ,   0.65 ,   0.31 
0080,   0.29 ,   0.52 ,   0.16 
0081,   0.54 ,   0.71 ,   0.17 
0082,   0.38 ,   0.41 ,   0.25 
0083,   0.51 ,   0.48 ,   0.19 
0084,   0.77 ,   0.6  ,   0.21 
0085,   0.49 ,   0.35 ,   0.21 
0086,   0.53 ,   0.72 ,   0.2  
0087,   0.52 ,   0.45 ,   0.35 
0088,   0.39 ,   0.68 ,   0.21 
0089,   0.38 ,   0.33 ,   0.32 
0090,   0.25 ,   0.59 ,   0.23 
0091,   0.3  ,   0.55 ,   0.22 
0092,   0.27 ,   0.42 ,   0.24 
0093,   0.5  ,   0.54 ,   0.46 
0094,   0.69 ,   0.58 ,   0.17 
0095,   0.32 ,   0.76 ,   0.22 
0096,   0.76 ,   0.41 ,   0.16 
0097,   0.42 ,   0.3  ,   0.16 
0098,   0.64 ,   0.68 ,   0.24 
0099,   0.26 ,   0.66 ,   0.19 
0100,   0.46 ,   0.25 ,   0.19 
0101,   0.77 ,   0.53 ,   0.15 
0102,   0.54 ,   0.3  ,   0.27 
0103,   0.73 ,   0.43 ,   0.17 
0104,   0.67 ,   0.21 ,   0.16 
0105,   0.27 ,   0.76 ,   0.16 
0106,   0.25 ,   0.61 ,   0.16 
0107,   0.49 ,   0.63 ,   0.17 
0108,   0.5  ,   0.35 ,   0.34 
0109,   0.66 ,   0.33 ,   0.32 
0110,   0.53 ,   0.47 ,   0.24 
0111,   0.38 ,   0.59 ,   0.18 
0112,   0.48 ,   0.45 ,   0.42 
0113,   0.69 ,   0.52 ,   0.17 
0114,   0.29 ,   0.48 ,   0.24 
0115,   0.49 ,   0.61 ,   0.19 
0116,   0.25 ,   0.78 ,   0.16 
0117,   0.35 ,   0.28 ,   0.2  
0118,   0.23 ,   0.64 ,   0.17 
0119,   0.78 ,   0.34 ,   0.19 
0120,   0.75 ,   0.67 ,   0.24 
0121,   0.51 ,   0.59 ,   0.25 
0122,   0.6  ,   0.81 ,   0.18 
0123,   0.73 ,   0.34 ,   0.22 
0124,   0.43 ,   0.55 ,   0.19 
0125,   0.17 ,   0.27 ,   0.17 
0126,   0.66 ,   0.51 ,   0.22 
0127,   0.56 ,   0.57 ,   0.17 
0128,   0.68 ,   0.22 ,   0.18 
0129,   0.69 ,   0.66 ,   0.23 
0130,   0.39 ,   0.49 ,   0.26 
0131,   0.5  ,   0.5  ,   0.36 
0132,   0.58 ,   0.5  ,   0.18 
0133,   0.28 ,   0.27 ,   0.23 
0134,   0.81 ,   0.38 ,   0.16 
0135,   0.51 ,   0.64 ,   0.15 
0136,   0.24 ,   0.7  ,   0.2  
0137,   0.49 ,   0.41 ,   0.15 
0138,   0.69 ,   0.29 ,   0.23 
0139,   0.51 ,   0.4  ,   0.21 
0140,   0.47 ,   0.57 ,   0.39 
0141,   0.7  ,   0.37 ,   0.29 
0142,   0.24 ,   0.53 ,   0.16 
0143,   0.49 ,   0.29 ,   0.24 
0144,   0.64 ,   0.58 ,   0.26 
0145,   0.37 ,   0.31 ,   0.25 
0146,   0.24 ,   0.45 ,   0.15 
0147,   0.59 ,   0.27 ,   0.17 
0148,   0.78 ,   0.35 ,   0.17 
0149,   0.23 ,   0.22 ,   0.2  
0150,   0.76 ,   0.52 ,   0.15 
0151,   0.23 ,   0.74 ,   0.15 
0152,   0.58 ,   0.75 ,   0.23 
0153,   0.44 ,   0.58 ,   0.32 
0154,   0.5  ,   0.77 ,   0.2  
0155,   0.37 ,   0.63 ,   0.22 
0156,   0.42 ,   0.76 ,   0.2  
0157,   0.71 ,   0.7  ,   0.22 
0158,   0.57 ,   0.3  ,   0.29 
0159,   0.51 ,   0.55 ,   0.41 
0160,   0.21 ,   0.4  ,   0.19 
0161,   0.64 ,   0.27 ,   0.19 
0162,   0.36 ,   0.27 ,   0.26 
0163,   0.68 ,   0.75 ,   0.2  
0164,   0.27 ,   0.41 ,   0.26 
0165,   0.33 ,   0.22 ,   0.18 
0166,   0.54 ,   0.35 ,   0.22 
0167,   0.24 ,   0.82 ,   0.17 
0168,   0.41 ,   0.56 ,   0.27 
0169,   0.77 ,   0.51 ,   0.17 
0170,   0.62 ,   0.49 ,   0.15 
0171,   0.65 ,   0.55 ,   0.16 
0172,   0.78 ,   0.25 ,   0.18 
0173,   0.33 ,   0.19 ,   0.16 
0174,   0.67 ,   0.49 ,   0.23 
0175,   0.75 ,   0.41 ,   0.22 
0176,   0.43 ,   0.26 ,   0.19 
0177,   0.77 ,   0.7  ,   0.22 
0178,   0.73 ,   0.37 ,   0.25 
0179,   0.8  ,   0.25 ,   0.15 
0180,   0.66 ,   0.61 ,   0.27 
0181,   0.44 ,   0.57 ,   0.27 
0182,   0.66 ,   0.4  ,   0.34 
0183,   0.57 ,   0.53 ,   0.24 
0184,   0.36 ,   0.65 ,   0.19 
0185,   0.71 ,   0.21 ,   0.18 
0186,   0.63 ,   0.26 ,   0.25 
0187,   0.38 ,   0.28 ,   0.18 
0188,   0.22 ,   0.29 ,   0.18 
0189,   0.54 ,   0.66 ,   0.21 
0190,   0.67 ,   0.38 ,   0.31 
0191,   0.28 ,   0.34 ,   0.18 
0192,   0.17 ,   0.83 ,   0.15 
0193,   0.42 ,   0.18 ,   0.16 
0194,   0.58 ,   0.71 ,   0.17 
0195,   0.3  ,   0.5  ,   0.22 
0196,   0.54 ,   0.26 ,   0.24 
0197,   0.74 ,   0.69 ,   0.24 
0198,   0.56 ,   0.78 ,   0.22 
0199,   0.71 ,   0.73 ,   0.2  
0200,   0.69 ,   0.49 ,   0.28 
0201,   0.27 ,   0.81 ,   0.18 
0202,   0.7  ,   0.69 ,   0.19 
0203,   0.45 ,   0.4  ,   0.39 
0204,   0.22 ,   0.41 ,   0.18 
0205,   0.51 ,   0.4  ,   0.34 
0206,   0.48 ,   0.82 ,   0.17 
0207,   0.51 ,   0.6  ,   0.25 
0208,   0.42 ,   0.66 ,   0.19 
0209,   0.37 ,   0.74 ,   0.2  
0210,   0.42 ,   0.46 ,   0.26 
0211,   0.77 ,   0.45 ,   0.18 
0212,   0.68 ,   0.66 ,   0.16 
0213,   0.55 ,   0.47 ,   0.27 
0214,   0.77 ,   0.44 ,   0.22 
0215,   0.41 ,   0.21 ,   0.16 
0216,   0.54 ,   0.37 ,   0.21 
0217,   0.69 ,   0.27 ,   0.15 
0218,   0.24 ,   0.42 ,   0.15 
0219,   0.24 ,   0.47 ,   0.18 
0220,   0.58 ,   0.47 ,   0.37 
0221,   0.38 ,   0.65 ,   0.3  
0222,   0.28 ,   0.4  ,   0.24 
0223,   0.39 ,   0.83 ,   0.16 
0224,   0.42 ,   0.32 ,   0.29 
0225,   0.63 ,   0.49 ,   0.26 
0226,   0.6  ,   0.19 ,   0.17 
0227,   0.23 ,   0.3  ,   0.16 
0228,   0.7  ,   0.31 ,   0.16 
0229,   0.62 ,   0.53 ,   0.21 
0230,   0.55 ,   0.7  ,   0.15 
0231,   0.36 ,   0.3  ,   0.16 
0232,   0.32 ,   0.55 ,   0.16 
0233,   0.29 ,   0.69 ,   0.17 
0234,   0.5  ,   0.77 ,   0.2  
0235,   0.32 ,   0.77 ,   0.22 
0236,   0.51 ,   0.45 ,   0.39 
0237,   0.21 ,   0.43 ,   0.16 
0238,   0.38 ,   0.33 ,   0.32 
0239,   0.29 ,   0.27 ,   0.16 
0240,   0.6  ,   0.39 ,   0.24 
0241,   0.64 ,   0.51 ,   0.26 
0242,   0.4  ,   0.35 ,   0.31 
0243,   0.38 ,   0.63 ,   0.27 
0244,   0.76 ,   0.76 ,   0.19 
0245,   0.36 ,   0.4  ,   0.25 
0246,   0.38 ,   0.39 ,   0.35 
0247,   0.37 ,   0.46 ,   0.21 
0248,   0.58 ,   0.58 ,   0.41 
0249,   0.46 ,   0.24 ,   0.18 
0250,   0.33 ,   0.35 ,   0.2  
0251,   0.41 ,   0.72 ,   0.21 
0252,   0.41 ,   0.43 ,   0.35 
0253,   0.61 ,   0.5  ,   0.18 
0254,   0.22 ,   0.59 ,   0.19 
0255,   0.51 ,   0.54 ,   0.33 
0256,   0.58 ,   0.52 ,   0.38 
0257,   0.43 ,   0.36 ,   0.17 
0258,   0.55 ,   0.71 ,   0.21 
0259,   0.73 ,   0.76 ,   0.17 
0260,   0.41 ,   0.74 ,   0.16 
0261,   0.37 ,   0.68 ,   0.16 
0262,   0.81 ,   0.61 ,   0.19 
0263,   0.21 ,   0.46 ,   0.17 
0264,   0.66 ,   0.21 ,   0.21 
0265,   0.83 ,   0.38 ,   0.16 
0266,   0.55 ,   0.33 ,   0.24 
0267,   0.4  ,   0.6  ,   0.2  
0268,   0.33 ,   0.27 ,   0.25 
0269,   0.41 ,   0.54 ,   0.31 
0270,   0.31 ,   0.22 ,   0.2  
0271,   0.38 ,   0.4  ,   0.25 
0272,   0.2  ,   0.77 ,   0.2  
0273,   0.24 ,   0.52 ,   0.24 
0274,   0.74 ,   0.36 ,   0.19 
0275,   0.21 ,   0.3  ,   0.16 
0276,   0.63 ,   0.27 ,   0.21 
0277,   0.5  ,   0.4  ,   0.35 
0278,   0.27 ,   0.58 ,   0.27 
0279,   0.62 ,   0.55 ,   0.18 
0280,   0.23 ,   0.48 ,   0.23 
0281,   0.5  ,   0.67 ,   0.23 
0282,   0.4  ,   0.69 ,   0.25 
0283,   0.51 ,   0.61 ,   0.17 
0284,   0.58 ,   0.68 ,   0.17 
0285,   0.47 ,   0.56 ,   0.37 
0286,   0.5  ,   0.45 ,   0.17 
0287,   0.19 ,   0.39 ,   0.18 
0288,   0.38 ,   0.36 ,   0.28 
0289,   0.74 ,   0.72 ,   0.26 
0290,   0.71 ,   0.49 ,   0.17 
0291,   0.43 ,   0.37 ,   0.17 
0292,   0.23 ,   0.35 ,   0.17 
0293,   0.7  ,   0.73 ,   0.17 
0294,   0.25 ,   0.6  ,   0.19 
0295,   0.54 ,   0.26 ,   0.24 
0296,   0.43 ,   0.47 ,   0.19 
0297,   0.76 ,   0.21 ,   0.17 
0298,   0.31 ,   0.49 ,   0.3  
0299,   0.63 ,   0.43 ,   0.25 
0300,   0.43 ,   0.52 ,   0.17 
0301,   0.63 ,   0.38 ,   0.23 
0302,   0.4  ,   0.65 ,   0.24 
0303,   0.42 ,   0.4  ,   0.21 
0304,   0.84 ,   0.71 ,   0.16 
0305,   0.68 ,   0.78 ,   0.15 
0306,   0.59 ,   0.66 ,   0.2  
0307,   0.17 ,   0.67 ,   0.17 
0308,   0.39 ,   0.29 ,   0.26 
0309,   0.69 ,   0.74 ,   0.24 
0310,   0.37 ,   0.78 ,   0.2  
0311,   0.76 ,   0.56 ,   0.17 
0312,   0.33 ,   0.78 ,   0.2  
0313,   0.36 ,   0.7  ,   0.24 
0314,   0.74 ,   0.43 ,   0.18 
0315,   0.4  ,   0.7  ,   0.2  
0316,   0.44 ,   0.61 ,   0.27 
0317,   0.23 ,   0.3  ,   0.16 
0318,   0.38 ,   0.33 ,   0.31 
0319,   0.77 ,   0.58 ,   0.22 
0320,   0.19 ,   0.25 ,   0.18 
0321,   0.77 ,   0.76 ,   0.23 
0322,   0.25 ,   0.4  ,   0.17 
0323,   0.74 ,   0.43 ,   0.2  
0324,   0.52 ,   0.77 ,   0.22 
0325,   0.34 ,   0.61 ,   0.27 
0326,   0.63 ,   0.32 ,   0.28 
0327,   0.6  ,   0.21 ,   0.15 
0328,   0.58 ,   0.63 ,   0.28 
0329,   0.64 ,   0.32 ,   0.23 
0330,   0.6  ,   0.42 ,   0.2  
0331,   0.6  ,   0.38 ,   0.3  
0332,   0.67 ,   0.41 ,   0.2  
0333,   0.56 ,   0.57 ,   0.35 
0334,   0.57 ,   0.42 ,   0.41 
0335,   0.66 ,   0.53 ,   0.2  
0336,   0.79 ,   0.62 ,   0.15 
0337,   0.53 ,   0.61 ,   0.38 
0338,   0.54 ,   0.44 ,   0.17 
0339,   0.82 ,   0.58 ,   0.16 
0340,   0.36 ,   0.3  ,   0.23 
0341,   0.48 ,   0.79 ,   0.18 
0342,   0.49 ,   0.64 ,   0.21 
0343,   0.56 ,   0.62 ,   0.37 
0344,   0.36 ,   0.33 ,   0.17 
0345,   0.47 ,   0.7  ,   0.24 
0346,   0.49 ,   0.68 ,   0.21 
0347,   0.62 ,   0.71 ,   0.15 
0348,   0.64 ,   0.22 ,   0.19 
0349,   0.71 ,   0.22 ,   0.2  
0350,   0.62 ,   0.7  ,   0.26 
0351,   0.71 ,   0.46 ,   0.22 
0352,   0.5  ,   0.36 ,   0.32 
0353,   0.36 ,   0.31 ,   0.24 
0354,   0.39 ,   0.57 ,   0.38 
0355,   0.21 ,   0.7  ,   0.18 
0356,   0.27 ,   0.34 ,   0.24 
0357,   0.73 ,   0.24 ,   0.18 
0358,   0.69 ,   0.28 ,   0.19 
0359,   0.67 ,   0.63 ,   0.15 
0360,   0.52 ,   0.48 ,   0.38 
0361,   0.19 ,   0.15 ,   0.15 
0362,   0.46 ,   0.47 ,   0.3  
0363,   0.43 ,   0.26 ,   0.16 
0364,   0.64 ,   0.54 ,   0.3  
0365,   0.56 ,   0.18 ,   0.15 
0366,   0.74 ,   0.64 ,   0.24 
0367,   0.64 ,   0.54 ,   0.17 
